회계연도,부처명,회계명,분야명,분야코드,부문명,부문코드,프로그램명,단위사업명,세부사업명,예산구분,예산액
2025,여성가족부,일반회계,사회복지,010,취약계층 지원,012,노인복지 지원,노인장기요양,장기요양기관 지원,예산,1373071
2025,국토교통부,사회복지 기금,사회복지,010,취약계층 지원,012,장애인복지 지원,장애인연금,장애인연금 기초급여,기금,2442285
2025,국토교통부,일반회계,사회복지,010,취약계층 지원,012,장애인복지 지원,장애인연금,장애인연금 부가급여,예산,2452275
2025,국토교통부,사회복지 기금,사회복지,010,취약계층 지원,012,장애인복지 지원,장애인활동지원,활동지원급여,기금,1811050
2025,국토교통부,일반회계,사회복지,010,취약계층 지원,012,장애인복지 지원,장애인활동지원,긴급활동지원,예산,1451990
2025,보건복지부,사회복지 기금,사회복지,010,취약계층 지원,012,아동복지 지원,아동수당,아동수당 지급,기금,1393158
2025,보건복지부,일반회계,사회복지,010,취약계층 지원,012,아동복지 지원,아동수당,아동수당 운영,예산,2413722
2025,보건복지부,사회복지 기금,사회복지,010,취약계층 지원,012,아동복지 지원,아동보호 서비스,아동학대 예방,기금,527658
2025,보건복지부,일반회계,사회복지,010,취약계층 지원,012,아동복지 지원,아동보호 서비스,드림스타트,예산,499983
2025,보건복지부,일반회계,사회복지,010,취약계층 지원,012,아동복지 지원,아동보호 서비스,지역아동센터,예산,603879
2025,고용노동부,사회복지 기금,사회복지,010,보육·가족 및 여성,013,보육지원,어린이집 운영 지원,기본보육료,기금,5437370
2025,고용노동부,일반회계,사회복지,010,보육·가족 및 여성,013,보육지원,어린이집 운영 지원,누리과정 보육료,예산,1990742
2025,고용노동부,일반회계,사회복지,010,보육·가족 및 여성,013,보육지원,어린이집 운영 지원,방과후 보육료,예산,2089088
2025,고용노동부,사회복지 기금,사회복지,010,보육·가족 및 여성,013,보육지원,가정양육 지원,양육수당,기금,2806541
2025,고용노동부,일반회계,사회복지,010,보육·가족 및 여성,013,보육지원,가정양육 지원,아이돌봄서비스,예산,6710659
2025,여성가족부,사회복지 기금,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,다문화가족 지원,다문화가족지원센터,기금,2604451
2025,여성가족부,일반회계,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,다문화가족 지원,다문화가족 통합지원,예산,2471389
2025,여성가족부,사회복지 기금,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,여성 사회참여 지원,경력단절여성 지원,기금,2240005
2025,여성가족부,일반회계,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,여성 사회참여 지원,여성새로일하기센터,예산,2288964
2025,여성가족부,일반회계,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,여성 사회참여 지원,폭력피해여성 지원,예산,3084791
2025,국토교통부,사회복지 기금,사회복지,010,노동,014,고용보험 운영,실업급여,구직급여,기금,4505599
2025,국토교통부,일반회계,사회복지,010,노동,014,고용보험 운영,실업급여,취업촉진수당,예산,5210325
2025,국토교통부,일반회계,사회복지,010,노동,014,고용보험 운영,실업급여,연장급여,예산,3608156
2025,국토교통부,사회복지 기금,사회복지,010,노동,014,고용보험 운영,고용안정사업,고용유지지원금,기금,2605853
2025,국토교통부,일반회계,사회복지,010,노동,014,고용보험 운영,고용안정사업,채용장려금,예산,3104467
2025,보건복지부,사회복지 기금,사회복지,010,노동,014,직업능력개발,국민내일배움카드,훈련비 지원,기금,4795371
2025,보건복지부,일반회계,사회복지,010,노동,014,직업능력개발,국민내일배움카드,훈련장려금,예산,2818389
2025,보건복지부,사회복지 기금,사회복지,010,노동,014,직업능력개발,사업주 훈련 지원,사업주 직업훈련,기금,2821460
2025,보건복지부,일반회계,사회복지,010,노동,014,직업능력개발,사업주 훈련 지원,K-디지털 트레이닝,예산,2254380
2025,고용노동부,사회복지 기금,사회복지,010,주택,015,주거복지 지원,공공임대주택,영구임대주택,기금,3533184
2025,고용노동부,일반회계,사회복지,010,주택,015,주거복지 지원,공공임대주택,국민임대주택,예산,3167545
2025,고용노동부,일반회계,사회복지,010,주택,015,주거복지 지원,공공임대주택,행복주택,예산,6623351
2025,고용노동부,사회복지 기금,사회복지,010,주택,015,주거복지 지원,주거급여,임차가구 주거급여,기금,4471996
2025,고용노동부,일반회계,사회복지,010,주택,015,주거복지 지원,주거급여,자가가구 수선유지급여,예산,4410724
2025,여성가족부,사회복지 기금,사회복지,010,주택,015,주거환경 개선,도시재생 지원,도시재생 뉴딜,기금,3348090
2025,여성가족부,일반회계,사회복지,010,주택,015,주거환경 개선,도시재생 지원,주거환경 개선사업,예산,1410510
2025,여성가족부,사회복지 기금,사회복지,010,주택,015,주거환경 개선,노후 주거지 정비,재개발 지원,기금,2350279
2025,여성가족부,일반회계,사회복지,010,주택,015,주거환경 개선,노후 주거지 정비,재건축 지원,예산,2408321
2025,국토교통부,사회복지 기금,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 급여,노령연금,기금,14626690
2025,국토교통부,일반회계,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 급여,장애연금,예산,7617523
2025,국토교통부,일반회계,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 급여,유족연금,예산,13286667
2025,국토교통부,사회복지 기금,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 관리운영,공단 운영,기금,5183659
2025,국토교통부,일반회계,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 관리운영,IT 인프라,예산,3699061
2025,보건복지부,사회복지 기금,사회복지,010,사회복지 일반,016,사회서비스 확충,바우처 사회서비스,산모·신생아 건강관리,기금,3048097
2025,보건복지부,일반회계,사회복지,010,사회복지 일반,016,사회서비스 확충,바우처 사회서비스,가사간병 방문지원,예산,3554186
2025,보건복지부,일반회계,사회복지,010,사회복지 일반,016,사회서비스 확충,바우처 사회서비스,장애아동가족지원,예산,4818357
2025,보건복지부,사회복지 기금,사회복지,010,사회복지 일반,016,사회서비스 확충,지역사회 통합돌봄,커뮤니티케어 선도사업,기금,3761176
2025,보건복지부,일반회계,사회복지,010,사회복지 일반,016,사회서비스 확충,지역사회 통합돌봄,재가의료급여,예산,3852584
2025,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,지방교육재정교부금,보통교부금,기금,13481547
2025,교육부,일반회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,지방교육재정교부금,특별교부금,예산,14995893
2025,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,누리과정 지원,유치원 누리과정,기금,1944431
2025,교육부,일반회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,누리과정 지원,어린이집 누리과정,예산,5174929
2025,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,특수교육 지원,특수학교 운영,기금,2423771
2025,교육부,일반회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,특수교육 지원,특수학급 지원,예산,3213035
2025,교육부,일반회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,특수교육 지원,보조인력 지원,예산,2669114
2025,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,방과후 학교 지원,방과후 학교 운영,기금,1627598
2025,교육부,일반회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,방과후 학교 지원,저소득층 방과후,예산,1932082
2025,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,학교급식 지원,학교급식 시설,급식시설 현대화,기금,2392412
2025,교육부,일반회계,교육,020,유아 및 초중등교육,021,학교급식 지원,학교급식 시설,급식기구 구입,예산,2353828
2025,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,학교급식 지원,무상급식 지원,초등 무상급식,기금,3381419
2025,교육부,일반회계,교육,020,유아 및 초중등교육,021,학교급식 지원,무상급식 지원,중학교 무상급식,예산,3737941
2025,교육부,교육 특별회계,교육,020,고등교육,022,대학 지원,국립대학 운영,국립대학 인건비,기금,1203177
2025,교육부,일반회계,교육,020,고등교육,022,대학 지원,국립대학 운영,국립대학 시설,예산,3073534
2025,교육부,일반회계,교육,020,고등교육,022,대학 지원,국립대학 운영,국립대학 연구,예산,3139289
2025,교육부,교육 특별회계,교육,020,고등교육,022,대학 지원,대학 혁신 지원,대학혁신지원사업,기금,3425642
2025,교육부,일반회계,교육,020,고등교육,022,대학 지원,대학 혁신 지원,BK21,예산,3990358
2025,교육부,교육 특별회계,교육,020,고등교육,022,학자금 지원,국가장학금,소득분위별 국가장학금,기금,4458595
2025,교육부,일반회계,교육,020,고등교육,022,학자금 지원,국가장학금,다자녀 국가장학금,예산,5923805
2025,교육부,교육 특별회계,교육,020,고등교육,022,학자금 지원,학자금 대출,취업후 상환 학자금,기금,2787044
2025,교육부,일반회계,교육,020,고등교육,022,학자금 지원,학자금 대출,일반 상환 학자금,예산,1662556
2025,교육부,교육 특별회계,교육,020,평생·직업교육,023,평생교육 진흥,평생교육바우처,성인 학습 지원,기금,1325420
2025,교육부,일반회계,교육,020,평생·직업교육,023,평생교육 진흥,평생교육바우처,문해교육 지원,예산,1640980
2025,교육부,교육 특별회계,교육,020,평생·직업교육,023,평생교육 진흥,지역평생교육,평생학습도시,기금,1849667
2025,교육부,일반회계,교육,020,평생·직업교육,023,평생교육 진흥,지역평생교육,평생교육이용권,예산,1116733
2025,교육부,교육 특별회계,교육,020,평생·직업교육,023,직업교육 지원,직업계고 지원,마이스터고 운영,기금,1275940
2025,교육부,일반회계,교육,020,평생·직업교육,023,직업교육 지원,직업계고 지원,직업계고 취업지원,예산,1097180
2025,교육부,교육 특별회계,교육,020,평생·직업교육,023,직업교육 지원,전문대학 지원,전문대학 혁신지원,기금,529173
2025,교육부,일반회계,교육,020,평생·직업교육,023,직업교육 지원,전문대학 지원,전문대학 특성화,예산,1052907
2025,국방부,국방 특별회계,국방,050,병력운영,051,병력 유지,장교·부사관 인건비,현역 장교 인건비,기금,3189931
2025,국방부,일반회계,국방,050,병력운영,051,병력 유지,장교·부사관 인건비,현역 부사관 인건비,예산,8373656
2025,국방부,국방 특별회계,국방,050,병력운영,051,병력 유지,병 운영,병 봉급,기금,3736639
2025,국방부,일반회계,국방,050,병력운영,051,병력 유지,병 운영,병영생활 개선,예산,3972419
2025,국방부,국방 특별회계,국방,050,병력운영,051,부대 운영,부대 유지·운영,시설 유지,기금,1577054
2025,국방부,일반회계,국방,050,병력운영,051,부대 운영,부대 유지·운영,장비 운영유지,예산,1445445
2025,국방부,일반회계,국방,050,병력운영,051,부대 운영,부대 유지·운영,피복·급식,예산,1933324
2025,국방부,국방 특별회계,국방,050,병력운영,051,부대 운영,교육훈련,부대 전투훈련,기금,2257669
2025,국방부,일반회계,국방,050,병력운영,051,부대 운영,교육훈련,교육기관 운영,예산,1046213
2025,국방부,국방 특별회계,국방,050,전력유지,052,무기체계 유지,육군 무기체계,전차 운영유지,기금,1833224
2025,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,육군 무기체계,자주포 운영유지,예산,782932
2025,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,육군 무기체계,소화기 정비,예산,1054824
2025,국방부,국방 특별회계,국방,050,전력유지,052,무기체계 유지,해군 무기체계,함정 운영유지,기금,1107232
2025,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,해군 무기체계,잠수함 운영유지,예산,1646003
2025,국방부,국방 특별회계,국방,050,전력유지,052,무기체계 유지,공군 무기체계,전투기 운영유지,기금,1591284
2025,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,공군 무기체계,방공체계 운영유지,예산,1161951
2025,국방부,국방 특별회계,국방,050,전력유지,052,정보·감시·정찰,감시정찰 자산,정찰위성 운용,기금,1146390
2025,국방부,일반회계,국방,050,전력유지,052,정보·감시·정찰,감시정찰 자산,무인기 운용,예산,1560838
2025,국방부,일반회계,국방,050,전력유지,052,정보·감시·정찰,감시정찰 자산,전자전 자산,예산,963752
2025,국방부,국방 특별회계,국방,050,전력유지,052,정보·감시·정찰,사이버 작전,사이버방어,기금,1132888
2025,국방부,일반회계,국방,050,전력유지,052,정보·감시·정찰,사이버 작전,사이버 작전 역량,예산,1314432
2025,국방부,국방 특별회계,국방,050,방위력개선,053,핵심전력 확보,F-35A 전투기,F-35A 구매,기금,1093256
2025,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,F-35A 전투기,F-35A 부품 확보,예산,2210626
2025,국방부,국방 특별회계,국방,050,방위력개선,053,핵심전력 확보,차세대 전투기,KF-21 개발,기금,1414167
2025,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,차세대 전투기,KF-21 양산,예산,1889715
2025,국방부,국방 특별회계,국방,050,방위력개선,053,핵심전력 확보,지상 핵심전력,K2 전차 양산,기금,1724003
2025,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,지상 핵심전력,자주포 개량,예산,1666797
2025,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,지상 핵심전력,신형 장갑차,예산,1014376
2025,국방부,국방 특별회계,국방,050,방위력개선,053,방산 연구개발,무기체계 연구개발,미사일 개발,기금,1740346
2025,국방부,일반회계,국방,050,방위력개선,053,방산 연구개발,무기체계 연구개발,해상전력 개발,예산,1269467
2025,국방부,일반회계,국방,050,방위력개선,053,방산 연구개발,무기체계 연구개발,위성통신 개발,예산,2129559
2025,국방부,국방 특별회계,국방,050,방위력개선,053,방산 연구개발,국방과학기술,기초연구 지원,기금,812690
2025,국방부,일반회계,국방,050,방위력개선,053,방산 연구개발,국방과학기술,ADD 운영,예산,1389898
2025,인사혁신처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 의정활동,본회의 운영,기금,732174
2025,인사혁신처,일반회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 의정활동,상임위원회 운영,예산,569580
2025,인사혁신처,일반회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 의정활동,국회 예산,예산,944161
2025,인사혁신처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 인프라,국회 시설관리,기금,408393
2025,인사혁신처,일반회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 인프라,입법조사 서비스,예산,554142
2025,법제처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선거 실시,대선 관리,기금,472438
2025,법제처,일반회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선거 실시,총선 관리,예산,409235
2025,법제처,일반회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선거 실시,지방선거 관리,예산,218367
2025,법제처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선관위 운영,선관위 인건비,기금,149695
2025,법제처,일반회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선관위 운영,선관위 시설,예산,125315
2025,행정안전부,일반 특별회계,일반·지방행정,060,재정·금융,062,재정 운용,국채 이자,국고채 이자,기금,3005067
2025,행정안전부,일반회계,일반·지방행정,060,재정·금융,062,재정 운용,국채 이자,외화채권 이자,예산,2770143
2025,행정안전부,일반 특별회계,일반·지방행정,060,재정·금융,062,재정 운용,재정 투·융자,재정융자,기금,1228369
2025,행정안전부,일반회계,일반·지방행정,060,재정·금융,062,재정 운용,재정 투·융자,예산집행 관리,예산,1246721
2025,기획재정부,일반 특별회계,일반·지방행정,060,재정·금융,062,세정 운영,국세청 운영,조세행정,기금,1371242
2025,기획재정부,일반회계,일반·지방행정,060,재정·금융,062,세정 운영,국세청 운영,세무조사,예산,934396
2025,기획재정부,일반회계,일반·지방행정,060,재정·금융,062,세정 운영,국세청 운영,IT 인프라 구축,예산,1544502
2025,기획재정부,일반 특별회계,일반·지방행정,060,재정·금융,062,세정 운영,관세청 운영,수출입 통관,기금,502000
2025,기획재정부,일반회계,일반·지방행정,060,재정·금융,062,세정 운영,관세청 운영,관세 징수,예산,1148060
2025,인사혁신처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,보통교부세,보통교부세 지원,기금,15189312
2025,인사혁신처,일반회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,보통교부세,교부세 산정,예산,18178568
2025,인사혁신처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,특별교부세,재해대책 특교세,기금,4251664
2025,인사혁신처,일반회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,특별교부세,지역현안 특교세,예산,4090306
2025,법제처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,국가균형발전특별회계,생활권 사업,기금,5518511
2025,법제처,일반회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,국가균형발전특별회계,지역 특화 발전,예산,3574148
2025,법제처,일반회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,국가균형발전특별회계,행복생활권,예산,3420296
2025,법제처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,지방 재정 운영,지방재정 혁신,기금,3478655
2025,법제처,일반회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,지방 재정 운영,지방 자치 강화,예산,1884040
2025,행정안전부,일반 특별회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,공무원 인사관리,인사혁신 운영,기금,893327
2025,행정안전부,일반회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,공무원 인사관리,공무원 교육,예산,2057385
2025,행정안전부,일반회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,공무원 인사관리,성과관리,예산,1174438
2025,행정안전부,일반 특별회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,정부조직 운영,정부청사 관리,기금,1358233
2025,행정안전부,일반회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,정부조직 운영,국유재산 관리,예산,1391867
2025,기획재정부,일반 특별회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,행정정보화,정부24 운영,기금,987919
2025,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,행정정보화,행정정보 공동이용,예산,1634434
2025,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,행정정보화,전자문서 관리,예산,1502797
2025,기획재정부,일반 특별회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,디지털 정부 혁신,마이데이터 구축,기금,853391
2025,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,디지털 정부 혁신,클라우드 전환,예산,830206
2025,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,디지털 정부 혁신,AI 행정서비스,예산,1066503
2025,소방청,공공질서 특별회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,지역 경찰 운영,파출소·지구대 운영,기금,858151
2025,소방청,일반회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,지역 경찰 운영,순찰활동,예산,1218420
2025,소방청,일반회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,지역 경찰 운영,범죄예방 활동,예산,1121579
2025,소방청,공공질서 특별회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,교통 관리,교통 단속,기금,1111505
2025,소방청,일반회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,교통 관리,교통 인프라 운영,예산,1020595
2025,해양경찰청,공공질서 특별회계,공공질서·안전,070,경찰,071,수사·형사,과학수사,과학수사 센터,기금,1560079
2025,해양경찰청,일반회계,공공질서·안전,070,경찰,071,수사·형사,과학수사,디지털 포렌식,예산,1105046
2025,해양경찰청,공공질서 특별회계,공공질서·안전,070,경찰,071,수사·형사,사이버 범죄 수사,사이버수사대,기금,1521711
2025,해양경찰청,일반회계,공공질서·안전,070,경찰,071,수사·형사,사이버 범죄 수사,해킹 대응,예산,1143414
2025,법무부,공공질서 특별회계,공공질서·안전,070,해경·소방,072,소방 서비스,소방력 확충,소방차 확충,기금,861065
2025,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,소방력 확충,소방관 증원,예산,682688
2025,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,소방력 확충,소방장비 현대화,예산,588347
2025,법무부,공공질서 특별회계,공공질서·안전,070,해경·소방,072,소방 서비스,119 구조·구급,구급대 운영,기금,728947
2025,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,119 구조·구급,구조대 운영,예산,600074
2025,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,119 구조·구급,항공 소방대,예산,803079
2025,경찰청,공공질서 특별회계,공공질서·안전,070,해경·소방,072,해양 안전,해상 경비,함정 운영,기금,547762
2025,경찰청,일반회계,공공질서·안전,070,해경·소방,072,해양 안전,해상 경비,항공기 운영,예산,710108
2025,경찰청,일반회계,공공질서·안전,070,해경·소방,072,해양 안전,해상 경비,연안 경비,예산,447810
2025,경찰청,공공질서 특별회계,공공질서·안전,070,해경·소방,072,해양 안전,해양 오염 방제,방제 장비 운영,기금,522306
2025,경찰청,일반회계,공공질서·안전,070,해경·소방,072,해양 안전,해양 오염 방제,해양오염 감시,예산,614814
2025,소방청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,재판 운영,민사 재판,기금,806354
2025,소방청,일반회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,재판 운영,형사 재판,예산,771470
2025,소방청,일반회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,재판 운영,행정 재판,예산,1324201
2025,소방청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,사법지원 서비스,법원도서관,기금,804221
2025,소방청,일반회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,사법지원 서비스,전자소송 시스템,예산,439504
2025,해양경찰청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,검찰 운영,공소유지,기금,467616
2025,해양경찰청,일반회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,검찰 운영,수사 활동,예산,420759
2025,해양경찰청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,교정 시설,교정시설 운영,기금,414907
2025,해양경찰청,일반회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,교정 시설,수용자 처우 개선,예산,473468
2025,농림축산식품부,농림수산 특별회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업인 직접직불,기본직불금,기금,1693214
2025,농림축산식품부,일반회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업인 직접직불,선택직불금,예산,1824751
2025,농림축산식품부,농림수산 특별회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업 재해 대응,농작물 재해보험,기금,1026763
2025,농림축산식품부,일반회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업 재해 대응,가축재해보험,예산,793640
2025,농림축산식품부,일반회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업 재해 대응,재해복구 지원,예산,524907
2025,해양수산부,농림수산 특별회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,친환경농업 지원,친환경인증 지원,기금,1056867
2025,해양수산부,일반회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,친환경농업 지원,유기농업 육성,예산,897558
2025,해양수산부,농림수산 특별회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,스마트팜 보급,스마트팜 인프라,기금,787720
2025,해양수산부,일반회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,스마트팜 보급,스마트팜 혁신밸리,예산,1166705
2025,농촌진흥청,농림수산 특별회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 생활 인프라,농어촌도로 정비,기금,725940
2025,농촌진흥청,일반회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 생활 인프라,마을상수도,예산,838571
2025,농촌진흥청,일반회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 생활 인프라,오·폐수 처리,예산,389914
2025,농촌진흥청,농림수산 특별회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 활력화,귀농·귀촌 지원,기금,443360
2025,농촌진흥청,일반회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 활력화,농촌 관광,예산,859590
2025,산림청,농림수산 특별회계,농림수산,080,해양수산,082,수산업 육성,수산자원 관리,수산자원 조사,기금,853239
2025,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,수산자원 관리,어류 방류,예산,722881
2025,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,수산자원 관리,금어구역 관리,예산,555980
2025,산림청,농림수산 특별회계,농림수산,080,해양수산,082,수산업 육성,어업인 지원,어업인 직불금,기금,542238
2025,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,어업인 지원,어업재해보험,예산,570371
2025,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,어업인 지원,어선 현대화,예산,1019491
2025,농림축산식품부,농림수산 특별회계,농림수산,080,해양수산,082,항만 개발,항만 건설,무역항 개발,기금,641306
2025,농림축산식품부,일반회계,농림수산,080,해양수산,082,항만 개발,항만 건설,어항 개발,예산,439081
2025,농림축산식품부,일반회계,농림수산,080,해양수산,082,항만 개발,항만 건설,마리나 개발,예산,625293
2025,농림축산식품부,농림수산 특별회계,농림수산,080,해양수산,082,항만 개발,항만 운영,항만 시설 유지,기금,348311
2025,농림축산식품부,일반회계,농림수산,080,해양수산,082,항만 개발,항만 운영,항만 안전 관리,예산,788809
2025,해양수산부,농림수산 특별회계,농림수산,080,산림,083,산림자원 조성,산림 조성,신규조림,기금,235274
2025,해양수산부,일반회계,농림수산,080,산림,083,산림자원 조성,산림 조성,숲가꾸기,예산,354345
2025,해양수산부,일반회계,농림수산,080,산림,083,산림자원 조성,산림 조성,경제림 조성,예산,298756
2025,해양수산부,농림수산 특별회계,농림수산,080,산림,083,산림자원 조성,산불 예방·진화,산불 감시,기금,186059
2025,해양수산부,일반회계,농림수산,080,산림,083,산림자원 조성,산불 예방·진화,산불 진화 인프라,예산,322123
