회계연도,부처명,회계명,분야명,분야코드,부문명,부문코드,프로그램명,단위사업명,세부사업명,예산구분,예산액
2026,고용노동부,일반회계,사회복지,010,보육·가족 및 여성,013,보육지원,어린이집 운영 지원,누리과정 보육료,예산,2574373
2026,고용노동부,일반회계,사회복지,010,보육·가족 및 여성,013,보육지원,어린이집 운영 지원,방과후 보육료,예산,2887558
2026,고용노동부,사회복지 기금,사회복지,010,보육·가족 및 여성,013,보육지원,가정양육 지원,양육수당,기금,7002364
2026,고용노동부,일반회계,사회복지,010,보육·가족 및 여성,013,보육지원,가정양육 지원,아이돌봄서비스,예산,3254036
2026,여성가족부,사회복지 기금,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,다문화가족 지원,다문화가족지원센터,기금,2295789
2026,여성가족부,일반회계,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,다문화가족 지원,다문화가족 통합지원,예산,3174291
2026,여성가족부,사회복지 기금,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,여성 사회참여 지원,경력단절여성 지원,기금,2416349
2026,여성가족부,일반회계,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,여성 사회참여 지원,여성새로일하기센터,예산,3305394
2026,여성가족부,일반회계,사회복지,010,보육·가족 및 여성,013,가족 및 여성지원,여성 사회참여 지원,폭력피해여성 지원,예산,2483377
2026,국토교통부,사회복지 기금,사회복지,010,노동,014,고용보험 운영,실업급여,구직급여,기금,5079314
2026,국토교통부,일반회계,사회복지,010,노동,014,고용보험 운영,실업급여,취업촉진수당,예산,3999736
2026,국토교통부,일반회계,사회복지,010,노동,014,고용보험 운영,실업급여,연장급여,예산,5279910
2026,국토교통부,사회복지 기금,사회복지,010,노동,014,고용보험 운영,고용안정사업,고용유지지원금,기금,2355392
2026,국토교통부,일반회계,사회복지,010,노동,014,고용보험 운영,고용안정사업,채용장려금,예산,3798448
2026,보건복지부,사회복지 기금,사회복지,010,노동,014,직업능력개발,국민내일배움카드,훈련비 지원,기금,3825856
2026,보건복지부,일반회계,사회복지,010,노동,014,직업능력개발,국민내일배움카드,훈련장려금,예산,4379264
2026,보건복지부,사회복지 기금,사회복지,010,노동,014,직업능력개발,사업주 훈련 지원,사업주 직업훈련,기금,2658115
2026,보건복지부,일반회계,사회복지,010,노동,014,직업능력개발,사업주 훈련 지원,K-디지털 트레이닝,예산,2811965
2026,고용노동부,사회복지 기금,사회복지,010,주택,015,주거복지 지원,공공임대주택,영구임대주택,기금,4112156
2026,고용노동부,일반회계,사회복지,010,주택,015,주거복지 지원,공공임대주택,국민임대주택,예산,3979541
2026,고용노동부,일반회계,사회복지,010,주택,015,주거복지 지원,공공임대주택,행복주택,예산,6267263
2026,고용노동부,사회복지 기금,사회복지,010,주택,015,주거복지 지원,주거급여,임차가구 주거급여,기금,3840132
2026,고용노동부,일반회계,사회복지,010,주택,015,주거복지 지원,주거급여,자가가구 수선유지급여,예산,5732508
2026,여성가족부,사회복지 기금,사회복지,010,주택,015,주거환경 개선,도시재생 지원,도시재생 뉴딜,기금,2545707
2026,여성가족부,일반회계,사회복지,010,주택,015,주거환경 개선,도시재생 지원,주거환경 개선사업,예산,2582493
2026,여성가족부,사회복지 기금,사회복지,010,주택,015,주거환경 개선,노후 주거지 정비,재개발 지원,기금,2222532
2026,여성가족부,일반회계,사회복지,010,주택,015,주거환경 개선,노후 주거지 정비,재건축 지원,예산,2905668
2026,국토교통부,사회복지 기금,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 급여,노령연금,기금,11141800
2026,국토교통부,일반회계,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 급여,장애연금,예산,18062032
2026,국토교통부,일반회계,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 급여,유족연금,예산,9086728
2026,국토교통부,사회복지 기금,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 관리운영,공단 운영,기금,3800051
2026,국토교통부,일반회계,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 관리운영,IT 인프라,예산,5772589
2026,보건복지부,사회복지 기금,사회복지,010,사회복지 일반,016,사회서비스 확충,바우처 사회서비스,산모·신생아 건강관리,기금,4297494
2026,보건복지부,일반회계,사회복지,010,사회복지 일반,016,사회서비스 확충,바우처 사회서비스,가사간병 방문지원,예산,4164449
2026,보건복지부,일반회계,사회복지,010,사회복지 일반,016,사회서비스 확충,바우처 사회서비스,장애아동가족지원,예산,3845737
2026,보건복지부,사회복지 기금,사회복지,010,사회복지 일반,016,사회서비스 확충,지역사회 통합돌봄,커뮤니티케어 선도사업,기금,2774746
2026,보건복지부,일반회계,사회복지,010,사회복지 일반,016,사회서비스 확충,지역사회 통합돌봄,재가의료급여,예산,5430374
2026,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,지방교육재정교부금,보통교부금,기금,21846135
2026,교육부,일반회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,지방교육재정교부금,특별교부금,예산,8843145
2026,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,누리과정 지원,유치원 누리과정,기금,4147579
2026,교육부,일반회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,누리과정 지원,어린이집 누리과정,예산,3524741
2026,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,특수교육 지원,특수학교 운영,기금,3638377
2026,교육부,일반회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,특수교육 지원,특수학급 지원,예산,3676173
2026,교육부,일반회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,특수교육 지원,보조인력 지원,예산,1636490
2026,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,방과후 학교 지원,방과후 학교 운영,기금,1414971
2026,교육부,일반회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,방과후 학교 지원,저소득층 방과후,예산,2421189
2026,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,학교급식 지원,학교급식 시설,급식시설 현대화,기금,1878420
2026,교육부,일반회계,교육,020,유아 및 초중등교육,021,학교급식 지원,학교급식 시설,급식기구 구입,예산,3236460
2026,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,학교급식 지원,무상급식 지원,초등 무상급식,기금,3012556
2026,교육부,일반회계,교육,020,유아 및 초중등교육,021,학교급식 지원,무상급식 지원,중학교 무상급식,예산,4659764
2026,교육부,교육 특별회계,교육,020,고등교육,022,대학 지원,국립대학 운영,국립대학 인건비,기금,2384266
2026,교육부,일반회계,교육,020,고등교육,022,대학 지원,국립대학 운영,국립대학 시설,예산,3256343
2026,교육부,일반회계,교육,020,고등교육,022,대학 지원,국립대학 운영,국립대학 연구,예산,2351391
2026,교육부,교육 특별회계,교육,020,고등교육,022,대학 지원,대학 혁신 지원,대학혁신지원사업,기금,4726177
2026,교육부,일반회계,교육,020,고등교육,022,대학 지원,대학 혁신 지원,BK21,예산,3265823
2026,교육부,교육 특별회계,교육,020,고등교육,022,학자금 지원,국가장학금,소득분위별 국가장학금,기금,5018139
2026,교육부,일반회계,교육,020,고등교육,022,학자금 지원,국가장학금,다자녀 국가장학금,예산,6170661
2026,교육부,교육 특별회계,교육,020,고등교육,022,학자금 지원,학자금 대출,취업후 상환 학자금,기금,1690868
2026,교육부,일반회계,교육,020,고등교육,022,학자금 지원,학자금 대출,일반 상환 학자금,예산,3104332
2026,교육부,교육 특별회계,교육,020,평생·직업교육,023,평생교육 진흥,평생교육바우처,성인 학습 지원,기금,1750911
2026,교육부,일반회계,교육,020,평생·직업교육,023,평생교육 진흥,평생교육바우처,문해교육 지원,예산,1445889
2026,교육부,교육 특별회계,교육,020,평생·직업교육,023,평생교육 진흥,지역평생교육,평생학습도시,기금,1494311
2026,교육부,일반회계,교육,020,평생·직업교육,023,평생교육 진흥,지역평생교육,평생교육이용권,예산,1702489
2026,교육부,교육 특별회계,교육,020,평생·직업교육,023,직업교육 지원,직업계고 지원,마이스터고 운영,기금,800813
2026,교육부,일반회계,교육,020,평생·직업교육,023,직업교육 지원,직업계고 지원,직업계고 취업지원,예산,1756627
2026,교육부,교육 특별회계,교육,020,평생·직업교육,023,직업교육 지원,전문대학 지원,전문대학 혁신지원,기금,795814
2026,교육부,일반회계,교육,020,평생·직업교육,023,직업교육 지원,전문대학 지원,전문대학 특성화,예산,909146
2026,국방부,국방 특별회계,국방,050,병력운영,051,병력 유지,장교·부사관 인건비,현역 장교 인건비,기금,5669245
2026,국방부,일반회계,국방,050,병력운영,051,병력 유지,장교·부사관 인건비,현역 부사관 인건비,예산,6764120
2026,국방부,국방 특별회계,국방,050,병력운영,051,병력 유지,병 운영,병 봉급,기금,4477465
2026,국방부,일반회계,국방,050,병력운영,051,병력 유지,병 운영,병영생활 개선,예산,3811445
2026,국방부,국방 특별회계,국방,050,병력운영,051,부대 운영,부대 유지·운영,시설 유지,기금,1848714
2026,국방부,일반회계,국방,050,병력운영,051,부대 운영,부대 유지·운영,장비 운영유지,예산,1991274
2026,국방부,일반회계,국방,050,병력운영,051,부대 운영,부대 유지·운영,피복·급식,예산,1488597
2026,국방부,국방 특별회계,국방,050,병력운영,051,부대 운영,교육훈련,부대 전투훈련,기금,1417496
2026,국방부,일반회계,국방,050,병력운영,051,부대 운영,교육훈련,교육기관 운영,예산,2134894
2026,국방부,국방 특별회계,국방,050,전력유지,052,무기체계 유지,육군 무기체계,전차 운영유지,기금,1509849
2026,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,육군 무기체계,자주포 운영유지,예산,1273383
2026,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,육군 무기체계,소화기 정비,예산,1163868
2026,국방부,국방 특별회계,국방,050,전력유지,052,무기체계 유지,해군 무기체계,함정 운영유지,기금,1724536
2026,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,해군 무기체계,잠수함 운영유지,예산,1235789
2026,국방부,국방 특별회계,국방,050,전력유지,052,무기체계 유지,공군 무기체계,전투기 운영유지,기금,1701494
2026,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,공군 무기체계,방공체계 운영유지,예산,1258831
2026,국방부,국방 특별회계,국방,050,전력유지,052,정보·감시·정찰,감시정찰 자산,정찰위성 운용,기금,1163474
2026,국방부,일반회계,국방,050,전력유지,052,정보·감시·정찰,감시정찰 자산,무인기 운용,예산,1069886
2026,국방부,일반회계,국방,050,전력유지,052,정보·감시·정찰,감시정찰 자산,전자전 자산,예산,1713740
2026,국방부,국방 특별회계,국방,050,전력유지,052,정보·감시·정찰,사이버 작전,사이버방어,기금,1518867
2026,국방부,일반회계,국방,050,전력유지,052,정보·감시·정찰,사이버 작전,사이버 작전 역량,예산,1112533
2026,국방부,국방 특별회계,국방,050,방위력개선,053,핵심전력 확보,F-35A 전투기,F-35A 구매,기금,1426156
2026,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,F-35A 전투기,F-35A 부품 확보,예산,2126234
2026,국방부,국방 특별회계,국방,050,방위력개선,053,핵심전력 확보,차세대 전투기,KF-21 개발,기금,2315073
2026,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,차세대 전투기,KF-21 양산,예산,1237317
2026,국방부,국방 특별회계,국방,050,방위력개선,053,핵심전력 확보,지상 핵심전력,K2 전차 양산,기금,1060389
2026,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,지상 핵심전력,자주포 개량,예산,2165318
2026,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,지상 핵심전력,신형 장갑차,예산,1510813
2026,국방부,국방 특별회계,국방,050,방위력개선,053,방산 연구개발,무기체계 연구개발,미사일 개발,기금,1718197
2026,국방부,일반회계,국방,050,방위력개선,053,방산 연구개발,무기체계 연구개발,해상전력 개발,예산,1595641
2026,국방부,일반회계,국방,050,방위력개선,053,방산 연구개발,무기체계 연구개발,위성통신 개발,예산,2212102
2026,국방부,국방 특별회계,국방,050,방위력개선,053,방산 연구개발,국방과학기술,기초연구 지원,기금,1521821
2026,국방부,일반회계,국방,050,방위력개선,053,방산 연구개발,국방과학기술,ADD 운영,예산,846439
2026,인사혁신처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 의정활동,본회의 운영,기금,766643
2026,인사혁신처,일반회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 의정활동,상임위원회 운영,예산,616366
2026,인사혁신처,일반회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 의정활동,국회 예산,예산,1037346
2026,인사혁신처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 인프라,국회 시설관리,기금,571748
2026,인사혁신처,일반회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 인프라,입법조사 서비스,예산,465547
2026,법제처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선거 실시,대선 관리,기금,310432
2026,법제처,일반회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선거 실시,총선 관리,예산,272549
2026,법제처,일반회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선거 실시,지방선거 관리,예산,602499
2026,법제처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선관위 운영,선관위 인건비,기금,169998
2026,법제처,일반회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선관위 운영,선관위 시설,예산,126372
2026,행정안전부,일반 특별회계,일반·지방행정,060,재정·금융,062,재정 운용,국채 이자,국고채 이자,기금,3056897
2026,행정안전부,일반회계,일반·지방행정,060,재정·금융,062,재정 운용,국채 이자,외화채권 이자,예산,3166873
2026,행정안전부,일반 특별회계,일반·지방행정,060,재정·금융,062,재정 운용,재정 투·융자,재정융자,기금,1022118
2026,행정안전부,일반회계,일반·지방행정,060,재정·금융,062,재정 운용,재정 투·융자,예산집행 관리,예산,1645212
2026,기획재정부,일반 특별회계,일반·지방행정,060,재정·금융,062,세정 운영,국세청 운영,조세행정,기금,676953
2026,기획재정부,일반회계,일반·지방행정,060,재정·금융,062,세정 운영,국세청 운영,세무조사,예산,1780112
2026,기획재정부,일반회계,일반·지방행정,060,재정·금융,062,세정 운영,국세청 운영,IT 인프라 구축,예산,1692115
2026,기획재정부,일반 특별회계,일반·지방행정,060,재정·금융,062,세정 운영,관세청 운영,수출입 통관,기금,790672
2026,기획재정부,일반회계,일반·지방행정,060,재정·금융,062,세정 운영,관세청 운영,관세 징수,예산,987548
2026,인사혁신처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,보통교부세,보통교부세 지원,기금,18337796
2026,인사혁신처,일반회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,보통교부세,교부세 산정,예산,17621764
2026,인사혁신처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,특별교부세,재해대책 특교세,기금,5731450
2026,인사혁신처,일반회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,특별교부세,지역현안 특교세,예산,3258440
2026,법제처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,국가균형발전특별회계,생활권 사업,기금,3932249
2026,법제처,일반회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,국가균형발전특별회계,지역 특화 발전,예산,3677146
2026,법제처,일반회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,국가균형발전특별회계,행복생활권,예산,5875440
2026,법제처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,지방 재정 운영,지방재정 혁신,기금,2420423
2026,법제처,일반회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,지방 재정 운영,지방 자치 강화,예산,3358792
2026,행정안전부,일반 특별회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,공무원 인사관리,인사혁신 운영,기금,1926705
2026,행정안전부,일반회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,공무원 인사관리,공무원 교육,예산,1611857
2026,행정안전부,일반회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,공무원 인사관리,성과관리,예산,906988
2026,행정안전부,일반 특별회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,정부조직 운영,정부청사 관리,기금,1489426
2026,행정안전부,일반회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,정부조직 운영,국유재산 관리,예산,1474274
2026,기획재정부,일반 특별회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,행정정보화,정부24 운영,기금,1380504
2026,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,행정정보화,행정정보 공동이용,예산,1167208
2026,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,행정정보화,전자문서 관리,예산,1897838
2026,기획재정부,일반 특별회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,디지털 정부 혁신,마이데이터 구축,기금,863978
2026,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,디지털 정부 혁신,클라우드 전환,예산,625793
2026,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,디지털 정부 혁신,AI 행정서비스,예산,1473929
2026,소방청,공공질서 특별회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,지역 경찰 운영,파출소·지구대 운영,기금,1180869
2026,소방청,일반회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,지역 경찰 운영,순찰활동,예산,717395
2026,소방청,일반회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,지역 경찰 운영,범죄예방 활동,예산,1548286
2026,소방청,공공질서 특별회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,교통 관리,교통 단속,기금,1447457
2026,소방청,일반회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,교통 관리,교통 인프라 운영,예산,850243
2026,해양경찰청,공공질서 특별회계,공공질서·안전,070,경찰,071,수사·형사,과학수사,과학수사 센터,기금,1485230
2026,해양경찰청,일반회계,공공질서·안전,070,경찰,071,수사·형사,과학수사,디지털 포렌식,예산,1386895
2026,해양경찰청,공공질서 특별회계,공공질서·안전,070,경찰,071,수사·형사,사이버 범죄 수사,사이버수사대,기금,1352754
2026,해양경찰청,일반회계,공공질서·안전,070,경찰,071,수사·형사,사이버 범죄 수사,해킹 대응,예산,1519371
2026,법무부,공공질서 특별회계,공공질서·안전,070,해경·소방,072,소방 서비스,소방력 확충,소방차 확충,기금,632421
2026,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,소방력 확충,소방관 증원,예산,1043982
2026,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,소방력 확충,소방장비 현대화,예산,621297
2026,법무부,공공질서 특별회계,공공질서·안전,070,해경·소방,072,소방 서비스,119 구조·구급,구급대 운영,기금,641645
2026,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,119 구조·구급,구조대 운영,예산,1091862
2026,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,119 구조·구급,항공 소방대,예산,564193
2026,경찰청,공공질서 특별회계,공공질서·안전,070,해경·소방,072,해양 안전,해상 경비,함정 운영,기금,500225
2026,경찰청,일반회계,공공질서·안전,070,해경·소방,072,해양 안전,해상 경비,항공기 운영,예산,581223
2026,경찰청,일반회계,공공질서·안전,070,해경·소방,072,해양 안전,해상 경비,연안 경비,예산,756712
2026,경찰청,공공질서 특별회계,공공질서·안전,070,해경·소방,072,해양 안전,해양 오염 방제,방제 장비 운영,기금,685846
2026,경찰청,일반회계,공공질서·안전,070,해경·소방,072,해양 안전,해양 오염 방제,해양오염 감시,예산,539594
2026,소방청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,재판 운영,민사 재판,기금,831832
2026,소방청,일반회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,재판 운영,형사 재판,예산,1331726
2026,소방청,일반회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,재판 운영,행정 재판,예산,963867
2026,소방청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,사법지원 서비스,법원도서관,기금,625711
2026,소방청,일반회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,사법지원 서비스,전자소송 시스템,예산,714614
2026,해양경찰청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,검찰 운영,공소유지,기금,540646
2026,해양경찰청,일반회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,검찰 운영,수사 활동,예산,416729
2026,해양경찰청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,교정 시설,교정시설 운영,기금,365334
2026,해양경찰청,일반회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,교정 시설,수용자 처우 개선,예산,592041
2026,농림축산식품부,농림수산 특별회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업인 직접직불,기본직불금,기금,1155577
2026,농림축산식품부,일반회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업인 직접직불,선택직불금,예산,2635628
2026,농림축산식품부,농림수산 특별회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업 재해 대응,농작물 재해보험,기금,721106
2026,농림축산식품부,일반회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업 재해 대응,가축재해보험,예산,1066879
2026,농림축산식품부,일반회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업 재해 대응,재해복구 지원,예산,739485
2026,해양수산부,농림수산 특별회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,친환경농업 지원,친환경인증 지원,기금,1156067
2026,해양수산부,일반회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,친환경농업 지원,유기농업 육성,예산,950158
2026,해양수산부,농림수산 특별회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,스마트팜 보급,스마트팜 인프라,기금,843800
2026,해양수산부,일반회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,스마트팜 보급,스마트팜 혁신밸리,예산,1262425
2026,농촌진흥청,농림수산 특별회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 생활 인프라,농어촌도로 정비,기금,546420
2026,농촌진흥청,일반회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 생활 인프라,마을상수도,예산,817690
2026,농촌진흥청,일반회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 생활 인프라,오·폐수 처리,예산,742115
2026,농촌진흥청,농림수산 특별회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 활력화,귀농·귀촌 지원,기금,710476
2026,농촌진흥청,일반회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 활력화,농촌 관광,예산,693674
2026,산림청,농림수산 특별회계,농림수산,080,해양수산,082,수산업 육성,수산자원 관리,수산자원 조사,기금,713718
2026,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,수산자원 관리,어류 방류,예산,572381
2026,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,수산자원 관리,금어구역 관리,예산,1011601
2026,산림청,농림수산 특별회계,농림수산,080,해양수산,082,수산업 육성,어업인 지원,어업인 직불금,기금,863126
2026,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,어업인 지원,어업재해보험,예산,678407
2026,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,어업인 지원,어선 현대화,예산,756167
2026,농림축산식품부,농림수산 특별회계,농림수산,080,해양수산,082,항만 개발,항만 건설,무역항 개발,기금,450580
2026,농림축산식품부,일반회계,농림수산,080,해양수산,082,항만 개발,항만 건설,어항 개발,예산,804209
2026,농림축산식품부,일반회계,농림수산,080,해양수산,082,항만 개발,항만 건설,마리나 개발,예산,583371
2026,농림축산식품부,농림수산 특별회계,농림수산,080,해양수산,082,항만 개발,항만 운영,항만 시설 유지,기금,412253
2026,농림축산식품부,일반회계,농림수산,080,해양수산,082,항만 개발,항만 운영,항만 안전 관리,예산,813187
2026,해양수산부,농림수산 특별회계,농림수산,080,산림,083,산림자원 조성,산림 조성,신규조림,기금,378641
2026,해양수산부,일반회계,농림수산,080,산림,083,산림자원 조성,산림 조성,숲가꾸기,예산,257668
2026,해양수산부,일반회계,농림수산,080,산림,083,산림자원 조성,산림 조성,경제림 조성,예산,321066
2026,해양수산부,농림수산 특별회계,농림수산,080,산림,083,산림자원 조성,산불 예방·진화,산불 감시,기금,340262
2026,해양수산부,일반회계,농림수산,080,산림,083,산림자원 조성,산불 예방·진화,산불 진화 인프라,예산,274499
