회계연도,부처명,회계명,분야명,분야코드,부문명,부문코드,프로그램명,단위사업명,세부사업명,예산구분,예산액
2023,여성가족부,일반회계,사회복지,010,주택,015,주거환경 개선,노후 주거지 정비,재건축 지원,예산,1574117
2023,국토교통부,사회복지 기금,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 급여,노령연금,기금,7092716
2023,국토교통부,일반회계,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 급여,장애연금,예산,15806145
2023,국토교통부,일반회계,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 급여,유족연금,예산,10665747
2023,국토교통부,사회복지 기금,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 관리운영,공단 운영,기금,4341403
2023,국토교통부,일반회계,사회복지,010,사회복지 일반,016,국민연금 운영,국민연금 관리운영,IT 인프라,예산,4049749
2023,보건복지부,사회복지 기금,사회복지,010,사회복지 일반,016,사회서비스 확충,바우처 사회서비스,산모·신생아 건강관리,기금,2575420
2023,보건복지부,일반회계,사회복지,010,사회복지 일반,016,사회서비스 확충,바우처 사회서비스,가사간병 방문지원,예산,4404705
2023,보건복지부,일반회계,사회복지,010,사회복지 일반,016,사회서비스 확충,바우처 사회서비스,장애아동가족지원,예산,3808499
2023,보건복지부,사회복지 기금,사회복지,010,사회복지 일반,016,사회서비스 확충,지역사회 통합돌봄,커뮤니티케어 선도사업,기금,3388244
2023,보건복지부,일반회계,사회복지,010,사회복지 일반,016,사회서비스 확충,지역사회 통합돌봄,재가의료급여,예산,3804172
2023,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,지방교육재정교부금,보통교부금,기금,15881785
2023,교육부,일반회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,지방교육재정교부금,특별교부금,예산,11019719
2023,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,누리과정 지원,유치원 누리과정,기금,3415641
2023,교육부,일반회계,교육,020,유아 및 초중등교육,021,초중등 교육 지원,누리과정 지원,어린이집 누리과정,예산,3309735
2023,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,특수교육 지원,특수학교 운영,기금,1566586
2023,교육부,일반회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,특수교육 지원,특수학급 지원,예산,2886851
2023,교육부,일반회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,특수교육 지원,보조인력 지원,예산,3392835
2023,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,방과후 학교 지원,방과후 학교 운영,기금,1200058
2023,교육부,일반회계,교육,020,유아 및 초중등교육,021,특수·대안교육 지원,방과후 학교 지원,저소득층 방과후,예산,2162630
2023,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,학교급식 지원,학교급식 시설,급식시설 현대화,기금,2784180
2023,교육부,일반회계,교육,020,유아 및 초중등교육,021,학교급식 지원,학교급식 시설,급식기구 구입,예산,1699404
2023,교육부,교육 특별회계,교육,020,유아 및 초중등교육,021,학교급식 지원,무상급식 지원,초등 무상급식,기금,3200197
2023,교육부,일반회계,교육,020,유아 및 초중등교육,021,학교급식 지원,무상급식 지원,중학교 무상급식,예산,3525179
2023,교육부,교육 특별회계,교육,020,고등교육,022,대학 지원,국립대학 운영,국립대학 인건비,기금,1759242
2023,교육부,일반회계,교육,020,고등교육,022,대학 지원,국립대학 운영,국립대학 시설,예산,3111639
2023,교육부,일반회계,교육,020,고등교육,022,대학 지원,국립대학 운영,국립대학 연구,예산,2134719
2023,교육부,교육 특별회계,교육,020,고등교육,022,대학 지원,대학 혁신 지원,대학혁신지원사업,기금,2981363
2023,교육부,일반회계,교육,020,고등교육,022,대학 지원,대학 혁신 지원,BK21,예산,4024237
2023,교육부,교육 특별회계,교육,020,고등교육,022,학자금 지원,국가장학금,소득분위별 국가장학금,기금,6126039
2023,교육부,일반회계,교육,020,고등교육,022,학자금 지원,국가장학금,다자녀 국가장학금,예산,3681801
2023,교육부,교육 특별회계,교육,020,고등교육,022,학자금 지원,학자금 대출,취업후 상환 학자금,기금,1917115
2023,교육부,일반회계,교육,020,고등교육,022,학자금 지원,학자금 대출,일반 상환 학자금,예산,2286245
2023,교육부,교육 특별회계,교육,020,평생·직업교육,023,평생교육 진흥,평생교육바우처,성인 학습 지원,기금,1057251
2023,교육부,일반회계,교육,020,평생·직업교육,023,평생교육 진흥,평생교육바우처,문해교육 지원,예산,1744989
2023,교육부,교육 특별회계,교육,020,평생·직업교육,023,평생교육 진흥,지역평생교육,평생학습도시,기금,1352450
2023,교육부,일반회계,교육,020,평생·직업교육,023,평생교육 진흥,지역평생교육,평생교육이용권,예산,1449790
2023,교육부,교육 특별회계,교육,020,평생·직업교육,023,직업교육 지원,직업계고 지원,마이스터고 운영,기금,1032897
2023,교육부,일반회계,교육,020,평생·직업교육,023,직업교육 지원,직업계고 지원,직업계고 취업지원,예산,1208895
2023,교육부,교육 특별회계,교육,020,평생·직업교육,023,직업교육 지원,전문대학 지원,전문대학 혁신지원,기금,608042
2023,교육부,일반회계,교육,020,평생·직업교육,023,직업교육 지원,전문대학 지원,전문대학 특성화,예산,886486
2023,국방부,국방 특별회계,국방,050,병력운영,051,병력 유지,장교·부사관 인건비,현역 장교 인건비,기금,5523699
2023,국방부,일반회계,국방,050,병력운영,051,병력 유지,장교·부사관 인건비,현역 부사관 인건비,예산,5326224
2023,국방부,국방 특별회계,국방,050,병력운영,051,병력 유지,병 운영,병 봉급,기금,3920353
2023,국방부,일반회계,국방,050,병력운영,051,병력 유지,병 운영,병영생활 개선,예산,3312929
2023,국방부,국방 특별회계,국방,050,병력운영,051,부대 운영,부대 유지·운영,시설 유지,기금,1379666
2023,국방부,일반회계,국방,050,병력운영,051,부대 운영,부대 유지·운영,장비 운영유지,예산,1799074
2023,국방부,일반회계,국방,050,병력운영,051,부대 운영,부대 유지·운영,피복·급식,예산,1471227
2023,국방부,국방 특별회계,국방,050,병력운영,051,부대 운영,교육훈련,부대 전투훈련,기금,1012669
2023,국방부,일반회계,국방,050,병력운영,051,부대 운영,교육훈련,교육기관 운영,예산,2087309
2023,국방부,국방 특별회계,국방,050,전력유지,052,무기체계 유지,육군 무기체계,전차 운영유지,기금,1003828
2023,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,육군 무기체계,자주포 운영유지,예산,1422896
2023,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,육군 무기체계,소화기 정비,예산,1017696
2023,국방부,국방 특별회계,국방,050,전력유지,052,무기체계 유지,해군 무기체계,함정 운영유지,기금,923968
2023,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,해군 무기체계,잠수함 운영유지,예산,1659347
2023,국방부,국방 특별회계,국방,050,전력유지,052,무기체계 유지,공군 무기체계,전투기 운영유지,기금,1118989
2023,국방부,일반회계,국방,050,전력유지,052,무기체계 유지,공군 무기체계,방공체계 운영유지,예산,1464326
2023,국방부,국방 특별회계,국방,050,전력유지,052,정보·감시·정찰,감시정찰 자산,정찰위성 운용,기금,822457
2023,국방부,일반회계,국방,050,전력유지,052,정보·감시·정찰,감시정찰 자산,무인기 운용,예산,1268048
2023,국방부,일반회계,국방,050,전력유지,052,정보·감시·정찰,감시정찰 자산,전자전 자산,예산,1353915
2023,국방부,국방 특별회계,국방,050,전력유지,052,정보·감시·정찰,사이버 작전,사이버방어,기금,1506812
2023,국방부,일반회계,국방,050,전력유지,052,정보·감시·정찰,사이버 작전,사이버 작전 역량,예산,789468
2023,국방부,국방 특별회계,국방,050,방위력개선,053,핵심전력 확보,F-35A 전투기,F-35A 구매,기금,1640585
2023,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,F-35A 전투기,F-35A 부품 확보,예산,1459393
2023,국방부,국방 특별회계,국방,050,방위력개선,053,핵심전력 확보,차세대 전투기,KF-21 개발,기금,1461881
2023,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,차세대 전투기,KF-21 양산,예산,1638097
2023,국방부,국방 특별회계,국방,050,방위력개선,053,핵심전력 확보,지상 핵심전력,K2 전차 양산,기금,956358
2023,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,지상 핵심전력,자주포 개량,예산,2044040
2023,국방부,일반회계,국방,050,방위력개선,053,핵심전력 확보,지상 핵심전력,신형 장갑차,예산,1132906
2023,국방부,국방 특별회계,국방,050,방위력개선,053,방산 연구개발,무기체계 연구개발,미사일 개발,기금,1430295
2023,국방부,일반회계,국방,050,방위력개선,053,방산 연구개발,무기체계 연구개발,해상전력 개발,예산,1717761
2023,국방부,일반회계,국방,050,방위력개선,053,방산 연구개발,무기체계 연구개발,위성통신 개발,예산,1674132
2023,국방부,국방 특별회계,국방,050,방위력개선,053,방산 연구개발,국방과학기술,기초연구 지원,기금,1159110
2023,국방부,일반회계,국방,050,방위력개선,053,방산 연구개발,국방과학기술,ADD 운영,예산,907542
2023,인사혁신처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 의정활동,본회의 운영,기금,462735
2023,인사혁신처,일반회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 의정활동,상임위원회 운영,예산,759601
2023,인사혁신처,일반회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 의정활동,국회 예산,예산,899291
2023,인사혁신처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 인프라,국회 시설관리,기금,387179
2023,인사혁신처,일반회계,일반·지방행정,060,입법 및 선거관리,061,국회 운영,국회 인프라,입법조사 서비스,예산,522090
2023,법제처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선거 실시,대선 관리,기금,376137
2023,법제처,일반회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선거 실시,총선 관리,예산,355750
2023,법제처,일반회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선거 실시,지방선거 관리,예산,307277
2023,법제처,일반 특별회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선관위 운영,선관위 인건비,기금,92337
2023,법제처,일반회계,일반·지방행정,060,입법 및 선거관리,061,선거 관리,선관위 운영,선관위 시설,예산,167454
2023,행정안전부,일반 특별회계,일반·지방행정,060,재정·금융,062,재정 운용,국채 이자,국고채 이자,기금,2594994
2023,행정안전부,일반회계,일반·지방행정,060,재정·금융,062,재정 운용,국채 이자,외화채권 이자,예산,2860617
2023,행정안전부,일반 특별회계,일반·지방행정,060,재정·금융,062,재정 운용,재정 투·융자,재정융자,기금,1277165
2023,행정안전부,일반회계,일반·지방행정,060,재정·금융,062,재정 운용,재정 투·융자,예산집행 관리,예산,1060954
2023,기획재정부,일반 특별회계,일반·지방행정,060,재정·금융,062,세정 운영,국세청 운영,조세행정,기금,1224065
2023,기획재정부,일반회계,일반·지방행정,060,재정·금융,062,세정 운영,국세청 운영,세무조사,예산,1092563
2023,기획재정부,일반회계,일반·지방행정,060,재정·금융,062,세정 운영,국세청 운영,IT 인프라 구축,예산,1320446
2023,기획재정부,일반 특별회계,일반·지방행정,060,재정·금융,062,세정 운영,관세청 운영,수출입 통관,기금,665316
2023,기획재정부,일반회계,일반·지방행정,060,재정·금융,062,세정 운영,관세청 운영,관세 징수,예산,893430
2023,인사혁신처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,보통교부세,보통교부세 지원,기금,13352843
2023,인사혁신처,일반회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,보통교부세,교부세 산정,예산,18168465
2023,인사혁신처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,특별교부세,재해대책 특교세,기금,5140659
2023,인사혁신처,일반회계,일반·지방행정,060,지방행정·재정지원,063,지방교부세,특별교부세,지역현안 특교세,예산,2739668
2023,법제처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,국가균형발전특별회계,생활권 사업,기금,2376446
2023,법제처,일반회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,국가균형발전특별회계,지역 특화 발전,예산,6684465
2023,법제처,일반회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,국가균형발전특별회계,행복생활권,예산,2759580
2023,법제처,일반 특별회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,지방 재정 운영,지방재정 혁신,기금,2540590
2023,법제처,일반회계,일반·지방행정,060,지방행정·재정지원,063,균형발전 지원,지방 재정 운영,지방 자치 강화,예산,2525335
2023,행정안전부,일반 특별회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,공무원 인사관리,인사혁신 운영,기금,1700514
2023,행정안전부,일반회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,공무원 인사관리,공무원 교육,예산,607985
2023,행정안전부,일반회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,공무원 인사관리,성과관리,예산,1588366
2023,행정안전부,일반 특별회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,정부조직 운영,정부청사 관리,기금,1435772
2023,행정안전부,일반회계,일반·지방행정,060,정부자원관리,064,인사·조직 관리,정부조직 운영,국유재산 관리,예산,1162138
2023,기획재정부,일반 특별회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,행정정보화,정부24 운영,기금,1067883
2023,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,행정정보화,행정정보 공동이용,예산,1136378
2023,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,행정정보화,전자문서 관리,예산,1692604
2023,기획재정부,일반 특별회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,디지털 정부 혁신,마이데이터 구축,기금,674927
2023,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,디지털 정부 혁신,클라우드 전환,예산,871539
2023,기획재정부,일반회계,일반·지방행정,060,정부자원관리,064,전자정부 구현,디지털 정부 혁신,AI 행정서비스,예산,1051444
2023,소방청,공공질서 특별회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,지역 경찰 운영,파출소·지구대 운영,기금,1120169
2023,소방청,일반회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,지역 경찰 운영,순찰활동,예산,1003640
2023,소방청,일반회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,지역 경찰 운영,범죄예방 활동,예산,897356
2023,소방청,공공질서 특별회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,교통 관리,교통 단속,기금,932739
2023,소방청,일반회계,공공질서·안전,070,경찰,071,생활안전 및 범죄예방,교통 관리,교통 인프라 운영,예산,1081371
2023,해양경찰청,공공질서 특별회계,공공질서·안전,070,경찰,071,수사·형사,과학수사,과학수사 센터,기금,1219757
2023,해양경찰청,일반회계,공공질서·안전,070,경찰,071,수사·형사,과학수사,디지털 포렌식,예산,1297881
2023,해양경찰청,공공질서 특별회계,공공질서·안전,070,경찰,071,수사·형사,사이버 범죄 수사,사이버수사대,기금,1264376
2023,해양경찰청,일반회계,공공질서·안전,070,경찰,071,수사·형사,사이버 범죄 수사,해킹 대응,예산,1253262
2023,법무부,공공질서 특별회계,공공질서·안전,070,해경·소방,072,소방 서비스,소방력 확충,소방차 확충,기금,634959
2023,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,소방력 확충,소방관 증원,예산,757846
2023,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,소방력 확충,소방장비 현대화,예산,621305
2023,법무부,공공질서 특별회계,공공질서·안전,070,해경·소방,072,소방 서비스,119 구조·구급,구급대 운영,기금,927084
2023,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,119 구조·구급,구조대 운영,예산,489788
2023,법무부,일반회계,공공질서·안전,070,해경·소방,072,소방 서비스,119 구조·구급,항공 소방대,예산,597238
2023,경찰청,공공질서 특별회계,공공질서·안전,070,해경·소방,072,해양 안전,해상 경비,함정 운영,기금,564424
2023,경찰청,일반회계,공공질서·안전,070,해경·소방,072,해양 안전,해상 경비,항공기 운영,예산,587012
2023,경찰청,일반회계,공공질서·안전,070,해경·소방,072,해양 안전,해상 경비,연안 경비,예산,459852
2023,경찰청,공공질서 특별회계,공공질서·안전,070,해경·소방,072,해양 안전,해양 오염 방제,방제 장비 운영,기금,580009
2023,경찰청,일반회계,공공질서·안전,070,해경·소방,072,해양 안전,해양 오염 방제,해양오염 감시,예산,494183
2023,소방청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,재판 운영,민사 재판,기금,1102627
2023,소방청,일반회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,재판 운영,형사 재판,예산,479627
2023,소방청,일반회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,재판 운영,행정 재판,예산,1159174
2023,소방청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,사법지원 서비스,법원도서관,기금,429605
2023,소방청,일반회계,공공질서·안전,070,법원 및 헌재,073,사법 서비스,사법지원 서비스,전자소송 시스템,예산,745293
2023,해양경찰청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,검찰 운영,공소유지,기금,368560
2023,해양경찰청,일반회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,검찰 운영,수사 활동,예산,470653
2023,해양경찰청,공공질서 특별회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,교정 시설,교정시설 운영,기금,560367
2023,해양경찰청,일반회계,공공질서·안전,070,법원 및 헌재,073,검찰·교정,교정 시설,수용자 처우 개선,예산,278846
2023,농림축산식품부,농림수산 특별회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업인 직접직불,기본직불금,기금,1780489
2023,농림축산식품부,일반회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업인 직접직불,선택직불금,예산,1542793
2023,농림축산식품부,농림수산 특별회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업 재해 대응,농작물 재해보험,기금,494038
2023,농림축산식품부,일반회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업 재해 대응,가축재해보험,예산,849823
2023,농림축산식품부,일반회계,농림수산,080,농업·농촌,081,농업인 소득·경영 지원,농업 재해 대응,재해복구 지원,예산,871660
2023,해양수산부,농림수산 특별회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,친환경농업 지원,친환경인증 지원,기금,990866
2023,해양수산부,일반회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,친환경농업 지원,유기농업 육성,예산,855402
2023,해양수산부,농림수산 특별회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,스마트팜 보급,스마트팜 인프라,기금,1023861
2023,해양수산부,일반회계,농림수산,080,농업·농촌,081,친환경·고품질 농업,스마트팜 보급,스마트팜 혁신밸리,예산,822407
2023,농촌진흥청,농림수산 특별회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 생활 인프라,농어촌도로 정비,기금,711792
2023,농촌진흥청,일반회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 생활 인프라,마을상수도,예산,408017
2023,농촌진흥청,일반회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 생활 인프라,오·폐수 처리,예산,726459
2023,농촌진흥청,농림수산 특별회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 활력화,귀농·귀촌 지원,기금,597935
2023,농촌진흥청,일반회계,농림수산,080,농업·농촌,081,농촌 개발,농촌 활력화,농촌 관광,예산,632910
2023,산림청,농림수산 특별회계,농림수산,080,해양수산,082,수산업 육성,수산자원 관리,수산자원 조사,기금,533305
2023,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,수산자원 관리,어류 방류,예산,919918
2023,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,수산자원 관리,금어구역 관리,예산,560887
2023,산림청,농림수산 특별회계,농림수산,080,해양수산,082,수산업 육성,어업인 지원,어업인 직불금,기금,629803
2023,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,어업인 지원,어업재해보험,예산,551480
2023,산림청,일반회계,농림수산,080,해양수산,082,수산업 육성,어업인 지원,어선 현대화,예산,832827
2023,농림축산식품부,농림수산 특별회계,농림수산,080,해양수산,082,항만 개발,항만 건설,무역항 개발,기금,616460
2023,농림축산식품부,일반회계,농림수산,080,해양수산,082,항만 개발,항만 건설,어항 개발,예산,648973
2023,농림축산식품부,일반회계,농림수산,080,해양수산,082,항만 개발,항만 건설,마리나 개발,예산,345855
2023,농림축산식품부,농림수산 특별회계,농림수산,080,해양수산,082,항만 개발,항만 운영,항만 시설 유지,기금,531936
2023,농림축산식품부,일반회계,농림수산,080,해양수산,082,항만 개발,항만 운영,항만 안전 관리,예산,542256
2023,해양수산부,농림수산 특별회계,농림수산,080,산림,083,산림자원 조성,산림 조성,신규조림,기금,205574
2023,해양수산부,일반회계,농림수산,080,산림,083,산림자원 조성,산림 조성,숲가꾸기,예산,431488
2023,해양수산부,일반회계,농림수산,080,산림,083,산림자원 조성,산림 조성,경제림 조성,예산,202151
2023,해양수산부,농림수산 특별회계,농림수산,080,산림,083,산림자원 조성,산불 예방·진화,산불 감시,기금,294943
2023,해양수산부,일반회계,농림수산,080,산림,083,산림자원 조성,산불 예방·진화,산불 진화 인프라,예산,232174
